0.4818306449379086,0.5326527017110873,0.5604069867038631,1
0.8535783795191819,0.5093849839310718,0.17071536937887866,1
0.09245087013867859,0.9331702560227828,0.6657571670647546,1
0.6978471933338278,0.7386048629319505,0.03517924413116236,1
0.8185426014170664,0.8896994915609957,0.041586497913316256,1
0.0020440542557008667,0.49781951849621076,0.25992074899867634,1
0.17963693817712378,0.04553303562653255,0.29747982900855763,1
0.702542406137249,0.025704822091852986,0.4643961007093227,1
0.332519293557872,0.8020635988468734,0.49213132146971983,1
0.9119616825493873,0.9267899445214667,0.9759255737641475,1
0.2909517182887882,0.24208954291552343,0.7593161763398542,1
0.6348166987778224,0.5181234093959389,0.33126024472389903,1
0.9514349472616689,0.2317992042829844,0.8661943040583628,1
0.7859790884341131,0.958097127546011,0.9788116278572919,1
0.3936430540567192,0.817636656202238,0.8337253528892958,1
0.4354889766468516,0.7962253977230074,0.35887333762791784,1
0.1585225291154948,0.8136956363360615,0.5356877500251259,1
0.7615640710450667,0.3509399862554641,0.3289867495527258,1
0.28345302115211446,0.15337718077338758,0.6273375676572758,1
0.44987406565603794,0.02706315851682417,0.23308826509861336,1
-0.5875351918623564,-0.16419538265415434,-0.8448032202890968,-1
-0.013261690484628663,-0.23834543709867173,-0.6052784924182626,-1
-0.011488834024256711,-0.7467199378000768,-0.5704165939997081,-1
-0.33883632198297486,-0.8392237634525175,-0.6592351704227009,-1
-0.2806192071213085,-0.5859839509275989,-0.6207517742668405,-1
-0.4992154300474825,-0.4642260395497164,-0.6995213277278844,-1
-0.9335655636410503,-0.7354018395069878,-0.22819765209375142,-1
-0.6904923267462868,-0.589073837091235,-0.5767984854901066,-1
-0.6726603750155818,-0.0795691037402535,-0.5254659261638779,-1
-0.2786673112795389,-0.06460630523028632,-0.9154194300243707,-1
-0.5412504481866729,-0.11543381767585092,-0.45689198091055594,-1
-0.9353569231203853,-0.8500562974588312,-0.3050434744542332,-1
-0.054737791266214364,-0.9970682745478768,-0.8353990272450682,-1
-0.2023692421744746,-0.605526726523358,-0.1773685462330895,-1
-0.7675095843696125,-0.4910532314184728,-0.21968721113006884,-1
-0.22233180328716085,-0.6417070084760506,-0.14784283499464446,-1
-0.4867052141653224,-0.16430933722765018,-0.4344047469065212,-1
-0.4573292448641757,-0.050613885357502886,-0.3373358822640863,-1
-0.5152231480076638,-0.6686902458359598,-0.9029626080042695,-1
-0.7553234374210793,-0.23418580048177529,-0.4240586725615034,-1
